date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:23:45	49360/49360	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:23:45%20GMT	https://www.bancopatagonia.com.ar/personas/google-pay.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/personas/google-pay.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:23:46	47223/47223	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:23:46%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/inversiones.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/personas/productos-y-servicios/inversiones.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:23:47	83025/83025	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:23:47%20GMT	https://www.bancopatagonia.com.ar/personas/jubilados/index.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/personas/jubilados/index.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:23:48	48444/48444	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:23:48%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/patagonia-para-menores.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/personas/productos-y-servicios/patagonia-para-menores.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:23:49	47193/47193	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:23:49%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/prestamos.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/personas/productos-y-servicios/prestamos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:23:50	51155/51155	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:23:50%20GMT	https://www.bancopatagonia.com.ar/personas/seguros/index.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/personas/seguros/index.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:23:51	62386/62386	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:23:51%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/tarjetas-de-credito/visa.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/personas/productos-y-servicios/tarjetas-de-credito/visa.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:23:52	54983/54983	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:23:52%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/tarjetas-de-debito/patagonia-24.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/personas/productos-y-servicios/tarjetas-de-debito/patagonia-24.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:23:53	52589/52589	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:23:53%20GMT	https://www.bancopatagonia.com.ar/nyps/patagonia-clasica/premium/productos.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/nyps/patagonia-clasica/premium/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:23:54	51078/51078	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:23:54%20GMT	https://www.bancopatagonia.com.ar/nyps/patagonia-clasica/patagonia-emprendimiento/productos.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/nyps/patagonia-clasica/patagonia-emprendimiento/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:23:55	58506/58506	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:23:55%20GMT	https://www.bancopatagonia.com.ar/nyps/patagonia-plus/productos.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/nyps/patagonia-plus/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:23:56	63838/63838	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:23:56%20GMT	https://www.bancopatagonia.com.ar/nyps/patagonia-plus/premium/productos.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/nyps/patagonia-plus/premium/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:23:57	52345/52345	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:23:57%20GMT	https://www.bancopatagonia.com.ar/nyps/patagonia-singular/paquete/propuesta.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/nyps/patagonia-singular/paquete/propuesta.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:23:58	216/216	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:23:58%20GMT	https://www.bancopatagonia.com.ar/nyps/patagonia-singular/beneficios-exclusivos.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/nyps/patagonia-singular/beneficios-exclusivos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:23:59	53425/53425	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:23:59%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/tarjetas-de-debito/patagonia-24.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/nyps/productos-y-servicios/tarjetas-de-debito/patagonia-24.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:00	60896/60896	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:00%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/tarjetas-de-credito/visa.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/nyps/productos-y-servicios/tarjetas-de-credito/visa.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:01	45685/45685	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:01%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/prestamos.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/nyps/productos-y-servicios/prestamos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:02	49593/49593	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:02%20GMT	https://www.bancopatagonia.com.ar/nyps/seguros/index.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/nyps/seguros/index.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:03	45661/45661	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:03%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/inversiones.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/nyps/productos-y-servicios/inversiones.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:04	49274/49274	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:04%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/comercio-exterior/productos.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/nyps/productos-y-servicios/comercio-exterior/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:05	44834/44834	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:05%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/caja-de-seguridad.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/nyps/productos-y-servicios/caja-de-seguridad.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:06	59449/59449	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:06%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/factura-electronica.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/nyps/productos-y-servicios/factura-electronica.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:07	46361/46361	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:07%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/pagos-afip.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/nyps/productos-y-servicios/pagos-afip.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:08	48264/48264	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:08%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/wapa.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/nyps/productos-y-servicios/wapa.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:09	60967/60967	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:09%20GMT	https://www.bancopatagonia.com.ar/pyme/cuentas/pequenas-empresas.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/pyme/cuentas/pequenas-empresas.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:10	61104/61104	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:10%20GMT	https://www.bancopatagonia.com.ar/pyme/cuentas/medianas-empresas.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/pyme/cuentas/medianas-empresas.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:11	52601/52601	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:11%20GMT	https://www.bancopatagonia.com.ar/pyme/cuentas/patagonia-consorcio.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/pyme/cuentas/patagonia-consorcio.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:12	47768/47768	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:12%20GMT	https://www.bancopatagonia.com.ar/pyme/cuentas/cuenta-corriente.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/pyme/cuentas/cuenta-corriente.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:13	65960/65960	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:13%20GMT	https://www.bancopatagonia.com.ar/pyme/patagonia-sueldo/servicios.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/pyme/patagonia-sueldo/servicios.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:14	46910/46910	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:14%20GMT	https://www.bancopatagonia.com.ar/pyme/patagonia-sueldo/preguntas-frecuentes.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/pyme/patagonia-sueldo/preguntas-frecuentes.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:15	59973/59973	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:15%20GMT	https://www.bancopatagonia.com.ar/pyme/patagonia-sueldo/guia-implementacion.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/pyme/patagonia-sueldo/guia-implementacion.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:16	47432/47432	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:16%20GMT	https://www.bancopatagonia.com.ar/pyme/comercio-exterior/solicitud-electronica.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/pyme/comercio-exterior/solicitud-electronica.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:17	48193/48193	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:17%20GMT	https://www.bancopatagonia.com.ar/pyme/comercio-exterior/productos.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/pyme/comercio-exterior/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:18	48598/48598	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:18%20GMT	https://www.bancopatagonia.com.ar/pyme/comercio-exterior/otros-servicios.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/pyme/comercio-exterior/otros-servicios.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:19	50795/50795	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:19%20GMT	https://www.bancopatagonia.com.ar/pyme/comercio-exterior/herramientas-para-exportar.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/pyme/comercio-exterior/herramientas-para-exportar.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:20	96567/96567	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:20%20GMT	https://www.bancopatagonia.com.ar/pyme/comercio-exterior/marco-regulatorio/normas-y-regulaciones.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/pyme/comercio-exterior/marco-regulatorio/normas-y-regulaciones.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:21	49743/49743	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:21%20GMT	https://www.bancopatagonia.com.ar/pyme/financiacion/patagonia-leasing.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/pyme/financiacion/patagonia-leasing.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:22	47682/47682	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:22%20GMT	https://www.bancopatagonia.com.ar/pyme/financiacion/mercado-capitales.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/pyme/financiacion/mercado-capitales.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:23	47034/47034	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:23%20GMT	https://www.bancopatagonia.com.ar/pyme/financiacion/alternativas-de-financiacion.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/pyme/financiacion/alternativas-de-financiacion.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:24	236/236	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:24%20GMT	https://www.bancopatagonia.com.ar/pyme/seguros/protege-tus-bienes/integral-comercio.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/pyme/seguros/protege-tus-bienes/integral-comercio.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:25	51425/51425	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:25%20GMT	https://www.bancopatagonia.com.ar/pyme/inversiones/plazo-fijo.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/pyme/inversiones/plazo-fijo.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:26	81357/81357	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:26%20GMT	https://www.bancopatagonia.com.ar/pyme/inversiones/fondos-comunes-de-inversion.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/pyme/inversiones/fondos-comunes-de-inversion.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:27	47747/47747	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:27%20GMT	https://www.bancopatagonia.com.ar/pyme/inversiones/fidecomisos-financieros.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/pyme/inversiones/fidecomisos-financieros.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:28	46711/46711	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:28%20GMT	https://www.bancopatagonia.com.ar/pyme/servicios/recaudaciones.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/pyme/servicios/recaudaciones.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:30	46117/46117	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:29%20GMT	https://www.bancopatagonia.com.ar/pyme/servicios/pagos.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/pyme/servicios/pagos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:31	48006/48006	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:31%20GMT	https://www.bancopatagonia.com.ar/pyme/servicios/tarjetas-comerciales.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/pyme/servicios/tarjetas-comerciales.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:32	51419/51419	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:32%20GMT	https://www.bancopatagonia.com.ar/pyme/servicios/comercios-patagonia.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/pyme/servicios/comercios-patagonia.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:33	46646/46646	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:33%20GMT	https://www.bancopatagonia.com.ar/pyme/servicios/pago-de-servicios.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/pyme/servicios/pago-de-servicios.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:34	45367/45367	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:34%20GMT	https://www.bancopatagonia.com.ar/pyme/servicios/interbanking.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/pyme/servicios/interbanking.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:35	60445/60445	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:35%20GMT	https://www.bancopatagonia.com.ar/pyme/servicios/interfacturas.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/pyme/servicios/interfacturas.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:36	47399/47399	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:36%20GMT	https://www.bancopatagonia.com.ar/pyme/servicios/pagos-afip.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/pyme/servicios/pagos-afip.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:37	48842/48842	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:37%20GMT	https://www.bancopatagonia.com.ar/pyme/servicios/wapa.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/pyme/servicios/wapa.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
05:24:38	46820/46820	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2008:24:38%20GMT	https://www.bancopatagonia.com.ar/agro/convenios/acuerdos-y-beneficios.php	/home/pablo/websites/bancopatagonia/www.bancopatagonia.com.ar/agro/convenios/acuerdos-y-beneficios.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
